155;2;0;4;Thorn Spore;4;14;2;
156;8;0;0;Angeling;4;14;3;
157;4;2;0;Wolf;4;15;3;
158;3;0;15;Carnivore Flower;4;16;2;
159;5;2;0;Bigfoot;4;17;2;
160;4;2;0;Hungry Wolf;4;18;3;
161;2;0;8;Smoke Spore;4;19;2;
162;5;2;1;Pink Bear;4;20;2;
163;6;1;0;Orc Warrior;4;21;2;
164;4;2;0;Trained Wolf;4;22;3;
165;6;1;9;Orc Berserker;4;23;2;
166;7;2;0;Wooden Golem;4;24;2;
167;5;2;12;Bighand;4;25;3;
168;3;0;0;Flora;4;26;2;
169;5;2;11;Bear King;4;27;2;
170;15;1;0;High Orc;4;28;3;
171;7;2;8;Forest Golem;4;29;2;
172;20;0;0;Chonchon;4;30;3;
173;21;1;0;Kotbia;4;31;3;
174;22;1;0;Muka;4;32;2;
175;23;1;0;Scorpion;4;33;3;
176;16;2;0;Orc Hero;4;34;3;
177;4;2;0;Legend Wolf;4;35;3;
178;22;1;4;Thorn Muka;4;35;2;
179;5;2;19;Legend Bigfoot;4;36;2;
180;7;2;19;Legend Golem;4;36;3;
181;6;1;19;Legend Orc;4;37;3;
182;14;0;0;Chocomon;4;38;3;
183;15;1;23;Legend High Orc;4;39;3;
184;16;2;1;True Orc Hero;4;40;3;
185;10;2;19;Happy Baphomet;4;41;4;
186;9;0;0;Skeggiold;4;42;3;
187;13;1;17;Owl Duke;4;42;3;
188;10;2;0;Baphomet;4;45;4;
189;0;0;0;Poring;5;6;3;
190;0;0;13;Opparing;5;7;3;
191;1;0;0;Lunatic;5;8;4;
192;1;0;2;Red Nose Lunatic;5;9;3;
193;2;0;0;Spore;5;10;3;
194;11;1;5;King Poring;5;10;2;
195;2;0;14;Red Spore;5;11;3;
196;3;0;20;Moving Flower;5;12;1;
197;1;0;3;Lunatic Guard;5;12;4;
198;0;0;6;Poringring;5;13;3;
199;12;1;0;Eclipse;5;13;3;
200;12;0;16;Moon Bunny;5;14;3;
201;2;0;4;Thorn Spore;5;15;3;
202;8;0;0;Angeling;5;15;2;
203;4;2;0;Wolf;5;16;3;
204;3;0;15;Carnivore Flower;5;17;2;
205;5;2;0;Bigfoot;5;18;2;
206;4;2;0;Hungry Wolf;5;19;3;
207;2;0;8;Smoke Spore;5;20;2;
208;5;2;1;Pink Bear;5;21;2;
209;6;1;0;Orc Warrior;5;22;2;
210;4;2;0;Trained Wolf;5;23;3;
211;6;1;9;Orc Berserker;5;24;2;
212;7;2;0;Wooden Golem;5;25;2;
213;5;2;12;Bighand;5;26;3;
214;3;0;0;Flora;5;27;2;
215;5;2;11;Bear King;5;28;3;
216;15;1;0;High Orc;5;29;3;
217;7;2;8;Forest Golem;5;30;2;
218;20;0;0;Chonchon;5;31;3;
219;21;1;0;Kotbia;5;32;3;
220;22;1;0;Muka;5;33;2;
221;23;1;0;Scorpion;5;34;3;
222;16;2;0;Orc Hero;5;35;3;
223;4;2;0;Legend Wolf;5;36;3;
224;22;1;4;Thorn Muka;5;36;2;
225;5;2;19;Legend Bigfoot;5;37;2;
226;7;2;19;Legend Golem;5;37;1;
227;6;1;19;Legend Orc;5;38;3;
228;14;0;0;Chocomon;5;39;3;
229;15;1;23;Legend High Orc;5;40;3;
230;16;2;1;True Orc Hero;5;41;3;
231;10;2;19;Happy Baphomet;5;42;4;
232;9;0;0;Skeggiold;5;43;2;
233;13;1;17;Owl Duke;5;43;3;
234;10;2;0;Baphomet;5;43;4;
235;17;0;0;Kind Plant;0;1;1;
236;18;0;0;Whiny Plant;0;1;1;
237;19;0;0;Wish Flower;0;1;1;
238;44;0;0;Dark Stone;0;1;0;
239;65;0;0;Kukuring;1;38;3;
240;53;0;0;Kukre;1;39;5;
241;38;0;0;Ghoul;1;40;2;
242;47;0;0;Gibbet;1;41;3;
243;39;0;53;Watchman Hornet;1;42;5;
244;66;0;0;Tarou;1;43;3;
245;65;0;58;Kukuking;1;44;4;
246;48;0;0;Goblin;1;45;3;
247;48;0;0;Goblin Fighter;1;46;4;
248;67;0;0;Zombie;1;47;2;
249;48;0;43;Goblin Champion;1;48;4;
250;63;0;0;Lude;1;49;3;
251;67;0;46;Plague Ghoul;1;50;3;
252;37;0;0;Ghostring;1;51;3;
253;38;0;47;Happy Ghoul;1;52;3;
254;30;0;0;Disguise;1;53;3;
255;28;0;0;Demon Fungus;1;54;4;
256;53;0;63;Iron Kukre;1;55;5;
257;47;0;62;Gibbet Elder;1;56;3;
258;54;0;0;Morning Fry;1;57;3;
259;25;0;0;Anacondaq;1;58;3;
260;54;0;68;Death Fry;1;59;3;
261;39;0;53;Giant Hornet;1;60;4;
262;59;0;0;Guard Skel;1;61;3;
263;59;0;67;Pirate Skel;1;62;3;
264;66;0;65;Berserk Tarou;1;63;5;
265;67;0;46;Plague Zombie;1;64;4;
266;59;0;67;Sergeant Skel;1;65;3;
267;59;0;47;Happy Skel;1;66;3;
268;27;0;0;Quve;1;67;4;
269;55;0;0;Marionette;1;68;4;
270;51;0;0;Mace Kobold;1;69;4;
271;52;0;0;Hammer Kobold;1;70;4;
272;50;0;0;Axe Kobold;1;71;4;
273;56;0;0;Mimic;1;72;4;
274;32;0;0;Dullahan;1;73;3;
275;61;0;0;Raydric;1;74;4;
276;61;0;53;Raydric Guard;1;75;4;
277;61;0;52;Raydric Knight;1;76;4;
278;65;0;0;Kukuring;2;39;3;
279;53;0;0;Kukre;2;40;5;
280;38;0;0;Ghoul;2;41;2;
281;47;0;0;Gibbet;2;42;3;
282;39;0;53;Watchman Hornet;2;43;5;
283;66;0;0;Tarou;2;44;3;
284;65;0;58;Kukuking;2;45;4;
285;48;0;0;Goblin;2;46;3;
286;48;0;0;Goblin Fighter;2;47;4;
287;67;0;0;Zombie;2;48;2;
288;48;0;43;Goblin Champion;2;49;4;
289;63;0;0;Lude;2;50;3;
290;67;0;46;Plague Ghoul;2;51;3;
291;37;0;0;Ghostring;2;52;3;
292;38;0;47;Happy Ghoul;2;53;3;
293;30;0;0;Disguise;2;54;3;
294;28;0;0;Demon Fungus;2;55;4;
295;53;0;63;Iron Kukre;2;56;5;
296;47;0;62;Gibbet Elder;2;57;3;
297;54;0;0;Morning Fry;2;58;3;
298;25;0;0;Anacondaq;2;59;3;
299;54;0;68;Death Fry;2;60;3;
300;39;0;53;Giant Hornet;2;61;4;
301;59;0;0;Guard Skel;2;62;3;
302;59;0;67;Pirate Skel;2;63;3;
303;66;0;65;Berserk Tarou;2;64;5;
304;67;0;46;Plague Zombie;2;65;4;
305;59;0;67;Sergeant Skel;2;66;3;
306;59;0;47;Happy Skel;2;67;3;
307;27;0;0;Quve;2;68;4;
308;55;0;0;Marionette;2;69;4;
309;51;0;0;Mace Kobold;2;70;4;
310;52;0;0;Hammer Kobold;2;71;4;
311;50;0;0;Axe Kobold;2;72;4;
312;56;0;0;Mimic;2;73;4;
313;32;0;0;Dullahan;2;74;3;
314;61;0;0;Raydric;2;75;4;
315;61;0;53;Raydric Guard;2;76;4;
316;61;0;52;Raydric Knight;2;77;4;
317;65;0;0;Kukuring;3;40;3;
318;53;0;0;Kukre;3;41;5;
319;38;0;0;Ghoul;3;42;2;
320;47;0;0;Gibbet;3;43;3;
321;39;0;53;Watchman Hornet;3;44;5;
322;66;0;0;Tarou;3;45;3;
323;65;0;58;Kukuking;3;46;4;
324;48;0;0;Goblin;3;47;3;
325;48;0;0;Goblin Fighter;3;48;4;
326;67;0;0;Zombie;3;49;2;
327;48;0;43;Goblin Champion;3;50;4;
328;63;0;0;Lude;3;51;3;
329;67;0;46;Plague Ghoul;3;52;3;
330;37;0;0;Ghostring;3;53;3;
331;38;0;47;Happy Ghoul;3;54;3;
332;30;0;0;Disguise;3;55;3;
333;28;0;0;Demon Fungus;3;56;4;
334;53;0;63;Iron Kukre;3;57;5;
335;47;0;62;Gibbet Elder;3;58;3;
336;54;0;0;Morning Fry;3;59;3;
337;25;0;0;Anacondaq;3;60;3;
338;54;0;68;Death Fry;3;61;3;
339;39;0;53;Giant Hornet;3;62;4;
340;59;0;0;Guard Skel;3;63;3;
341;59;0;67;Pirate Skel;3;64;3;
342;66;0;65;Berserk Tarou;3;65;5;
343;67;0;46;Plague Zombie;3;66;4;
344;59;0;67;Sergeant Skel;3;67;3;
345;59;0;47;Happy Skel;3;68;3;
346;27;0;0;Quve;3;69;4;
347;55;0;0;Marionette;3;70;4;
348;51;0;0;Mace Kobold;3;71;4;
349;52;0;0;Hammer Kobold;3;72;4;
350;50;0;0;Axe Kobold;3;73;4;
351;56;0;0;Mimic;3;74;4;
352;32;0;0;Dullahan;3;75;3;
353;61;0;0;Raydric;3;76;4;
354;61;0;53;Raydric Guard;3;77;4;
355;61;0;52;Raydric Knight;3;78;4;
356;65;0;0;Kukuring;4;41;4;
357;53;0;0;Kukre;4;42;4;
358;38;0;0;Ghoul;4;43;4;
359;47;0;0;Gibbet;4;44;4;
360;39;0;53;Watchman Hornet;4;45;4;
361;66;0;0;Tarou;4;46;4;
362;65;0;58;Kukuking;4;47;4;
363;48;0;0;Goblin;4;48;4;
364;48;0;0;Goblin Fighter;4;49;4;
365;67;0;0;Zombie;4;50;4;
366;48;0;43;Goblin Champion;4;51;4;
367;63;0;0;Lude;4;52;4;
368;67;0;46;Plague Ghoul;4;53;4;
369;37;0;0;Ghostring;4;54;4;
370;38;0;47;Happy Ghoul;4;55;4;
371;30;0;0;Disguise;4;56;4;
372;28;0;0;Demon Fungus;4;57;4;
373;53;0;63;Iron Kukre;4;58;4;
374;47;0;62;Gibbet Elder;4;59;4;
375;54;0;0;Morning Fry;4;60;4;
376;25;0;0;Anacondaq;4;61;4;
377;54;0;68;Death Fry;4;62;4;
378;39;0;53;Giant Hornet;4;63;4;
379;59;0;0;Guard Skel;4;64;4;
380;59;0;67;Pirate Skel;4;65;3;
381;66;0;65;Berserk Tarou;4;66;3;
382;67;0;46;Plague Zombie;4;67;3;
383;59;0;67;Sergeant Skel;4;68;3;
384;59;0;47;Happy Skel;4;69;3;
385;27;0;0;Quve;4;70;3;
386;55;0;0;Marionette;4;71;3;
387;51;0;0;Mace Kobold;4;72;3;
388;52;0;0;Hammer Kobold;4;73;3;
389;50;0;0;Axe Kobold;4;74;3;
390;56;0;0;Mimic;4;75;3;
391;32;0;0;Dullahan;4;76;3;
392;61;0;0;Raydric;4;77;3;
393;61;0;53;Raydric Guard;4;78;3;
394;61;0;52;Raydric Knight;4;79;3;
395;65;0;0;Kukuring;5;42;4;
396;53;0;0;Kukre;5;43;4;
397;38;0;0;Ghoul;5;44;4;
398;47;0;0;Gibbet;5;45;4;
399;39;0;53;Watchman Hornet;5;46;4;
400;66;0;0;Tarou;5;47;4;
401;65;0;58;Kukuking;5;48;4;
402;48;0;0;Goblin;5;49;4;
403;48;0;0;Goblin Fighter;5;50;4;
404;67;0;0;Zombie;5;51;4;
405;48;0;43;Goblin Champion;5;52;4;
406;63;0;0;Lude;5;53;4;
407;67;0;46;Plague Ghoul;5;54;4;
408;37;0;0;Ghostring;5;55;4;
409;38;0;47;Happy Ghoul;5;56;4;
410;30;0;0;Disguise;5;57;4;
411;28;0;0;Demon Fungus;5;58;4;
412;53;0;63;Iron Kukre;5;59;4;
413;47;0;62;Gibbet Elder;5;60;4;
414;54;0;0;Morning Fry;5;61;4;
415;25;0;0;Anacondaq;5;62;4;
416;54;0;68;Death Fry;5;63;3;
417;39;0;53;Giant Hornet;5;64;3;
418;59;0;0;Guard Skel;5;65;3;
419;59;0;67;Pirate Skel;5;66;3;
420;66;0;65;Berserk Tarou;5;67;3;
421;67;0;46;Plague Zombie;5;68;3;
422;59;0;67;Sergeant Skel;5;69;3;
423;59;0;47;Happy Skel;5;70;3;
424;27;0;0;Quve;5;71;3;
425;55;0;0;Marionette;5;72;3;
426;51;0;0;Mace Kobold;5;73;3;
427;52;0;0;Hammer Kobold;5;74;3;
428;50;0;0;Axe Kobold;5;75;3;
429;56;0;0;Mimic;5;76;3;
430;32;0;0;Dullahan;5;77;3;
431;61;0;0;Raydric;5;78;3;
432;61;0;53;Raydric Guard;5;79;3;
433;61;0;52;Raydric Knight;5;80;3;
1000;55;0;0;Marionette;0;1;3;
1001;27;0;0;Quve;0;1;3;
1002;57;0;0;Munak;0;1;3;
1003;57;0;56;Red Nuts;0;1;2;
1004;66;0;0;Tarou;0;1;4;
1005;27;0;64;Quveric;0;1;2;
1006;24;0;60;Dorothy;0;1;0;
1007;51;0;49;True Mace Kobold;0;1;3;
1008;52;0;49;True Hammer Kobold;0;1;3;
1009;0;0;0;Red Mana Device;0;1;0;
1010;50;0;49;True Axe Kobold;0;1;4;
1011;0;0;0;Antitank Mine;0;1;5;
1012;33;0;0;Evil Druid;0;1;0;
1013;60;0;0;Wraith;0;1;4;
1014;60;0;54;Berserk Wraith;0;1;5;
1015;39;0;0;Giant Hornet;0;1;3;
1016;39;0;53;Watchman Hornet;0;1;3;
1017;0;0;0;Lord of Death;0;1;3;
1018;65;0;58;Kukuring King;0;1;3;
1019;0;0;0;BBQ Grill;0;1;0;
1020;0;0;0;Egnigem Cenia;0;1;4;
1021;0;0;0;Laurell Weinder;0;1;4;
1022;0;0;0;Errende Ebecee;0;1;4;
1023;0;0;0;Assassin Eremes;0;1;4;
1024;0;0;0;Wizard Katrinn;0;1;4;
1025;0;0;0;Knight Seyren;0;1;4;
1026;0;0;0;Doctor Phendark;0;1;4;
1027;0;0;0;Treasure Chest;0;1;0;
434;41;2;0;Doppelganger;1;25;4;
435;41;2;0;Doppelganger;2;26;4;
436;41;2;0;Doppelganger;3;27;4;
437;41;2;0;Doppelganger;4;29;4;
438;41;2;0;Doppelganger;5;30;4;
439;42;0;0;Hermit Plant;0;1;0;
440;43;0;0;Suspicious Chest;0;1;0;
441;44;0;0;Black Rock;0;1;0;
442;4;2;0;Wolf Hound;2;38;8;
443;6;1;31;Orc Guard;2;39;3;
444;7;2;42;Golem Soldier;2;40;2;
445;9;0;41;Skeggiold Dream;2;40;3;
446;9;0;39;Skeggiold Recruit;2;40;3;
447;9;0;40;Skeggiold Spirit;2;40;3;
448;6;1;29;Owl Orc;2;40;3;
449;15;1;28;High Orc Battler;2;40;3;
450;5;2;34;Bigfoot Pilgrim;2;41;3;
451;15;1;29;Owl High Orc;2;41;3;
452;5;2;35;Wind Bigfoot;2;42;3;
453;5;2;33;Cleric Bigfoot;2;42;3;
454;6;1;32;Orc Frenzied Battler;2;42;3;
455;15;1;30;High Orc Commander;2;42;3;
456;7;2;38;Fire Golem;2;43;2;
457;7;2;37;Shadow Golem;2;43;2;
458;7;2;36;Celestial Golem;2;43;2;
459;4;2;0;Wolf Hound;3;39;8;
460;6;1;31;Orc Guard;3;40;3;
461;7;2;42;Golem Soldier;3;41;2;
462;9;0;41;Skeggiold Dream;3;41;3;
463;9;0;39;Skeggiold Recruit;3;41;3;
464;9;0;40;Skeggiold Spirit;3;41;3;
465;6;1;29;Owl Orc;3;41;3;
466;15;1;28;High Orc Battler;3;41;3;
467;5;2;34;Bigfoot Pilgrim;3;42;3;
468;15;1;29;Owl High Orc;3;42;3;
469;5;2;35;Wind Bigfoot;3;43;3;
470;5;2;33;Cleric Bigfoot;3;43;3;
471;6;1;32;Orc Frenzied Battler;3;43;3;
472;15;1;30;High Orc Commander;3;43;3;
473;4;2;0;Wolf Hound;4;40;8;
474;6;1;31;Orc Guard;4;41;4;
475;7;2;42;Golem Soldier;4;42;4;
476;9;0;41;Skeggiold Dream;4;42;4;
477;9;0;39;Skeggiold Recruit;4;42;4;
478;9;0;40;Skeggiold Spirit;4;42;4;
479;6;1;29;Owl Orc;4;42;4;
480;15;1;28;High Orc Battler;4;42;4;
481;5;2;34;Bigfoot Pilgrim;4;43;4;
482;15;1;29;Owl High Orc;4;43;4;
483;5;2;35;Wind Bigfoot;4;44;4;
484;7;2;38;Fire Golem;4;44;4;
485;5;2;33;Cleric Bigfoot;4;44;4;
486;7;2;37;Shadow Golem;4;44;4;
487;6;1;32;Orc Frenzied Battler;4;44;4;
488;7;2;36;Celestial Golem;4;44;4;
489;15;1;30;High Orc Commander;4;44;4;
490;13;1;0;Owl Duke;5;45;4;
491;45;2;0;Valkyrie Reincarnate;5;45;4;
492;46;2;0;Monica Reincarnate;5;85;3;
493;58;0;0;Mummy;1;50;3;
494;60;0;0;Wraith;1;51;3;
495;60;0;54;Berserk Wraith;1;52;3;
496;33;0;0;Evil Druid;1;53;3;
497;29;0;48;Dark Illusion;1;54;3;
498;29;0;0;Dark Lord;1;55;3;
499;26;0;0;Bloody Murderer;1;58;4;
500;30;0;51;Moonlight Guise;1;59;4;
501;63;0;55;Lude King;1;60;4;
502;64;0;0;Loli Ruri;1;61;4;
503;31;0;0;Drake;1;70;4;
504;32;0;50;Dark Dullahan;1;79;4;
505;37;0;45;Happy Ghostring;1;79;4;
506;56;0;57;Ancient Mimic;1;79;3;
507;24;0;0;Alice;1;79;4;
508;62;0;0;Rideword;1;79;3;
509;24;0;59;Crazy Alice;1;79;4;
510;49;0;0;Khalitzburg;1;79;3;
511;0;0;0;Abysmal Knight;1;80;3;
512;58;0;0;Mummy;2;51;3;
513;60;0;0;Wraith;2;52;3;
514;60;0;54;Berserk Wraith;2;53;3;
515;33;0;0;Evil Druid;2;54;3;
516;29;0;48;Dark Illusion;2;55;3;
517;29;0;0;Dark Lord;2;56;3;
518;26;0;0;Bloody Murderer;2;59;4;
519;30;0;51;Moonlight Guise;2;60;4;
520;63;0;55;Lude King;2;61;4;
521;64;0;0;Loli Ruri;2;62;4;
522;31;0;0;Drake;2;71;4;
523;32;0;50;Dark Dullahan;2;79;4;
524;37;0;45;Happy Ghostring;2;79;4;
525;56;0;57;Ancient Mimic;2;79;3;
526;24;0;0;Alice;2;79;4;
527;62;0;0;Rideword;2;79;3;
528;24;0;59;Crazy Alice;2;79;4;
529;49;0;0;Khalitzburg;2;79;3;
530;0;0;0;Abysmal Knight;2;80;3;
531;58;0;0;Mummy;3;52;3;
532;60;0;0;Wraith;3;53;3;
533;60;0;54;Berserk Wraith;3;54;3;
534;33;0;0;Evil Druid;3;55;3;
535;29;0;48;Dark Illusion;3;56;3;
536;29;0;0;Dark Lord;3;57;3;
537;26;0;0;Bloody Murderer;3;60;4;
538;30;0;51;Moonlight Guise;3;61;4;
539;63;0;55;Lude King;3;62;4;
540;64;0;0;Loli Ruri;3;63;4;
541;31;0;0;Drake;3;72;4;
542;32;0;50;Dark Dullahan;3;79;4;
543;37;0;45;Happy Ghostring;3;79;4;
544;56;0;57;Ancient Mimic;3;79;3;
545;24;0;0;Alice;3;79;4;
546;62;0;0;Rideword;3;79;3;
547;24;0;59;Crazy Alice;3;79;4;
548;49;0;0;Khalitzburg;3;79;3;
549;0;0;0;Abysmal Knight;3;80;3;
550;58;0;0;Mummy;4;53;3;
551;60;0;0;Wraith;4;54;3;
552;60;0;54;Berserk Wraith;4;55;3;
553;33;0;0;Evil Druid;4;56;3;
554;29;0;48;Dark Illusion;4;57;3;
555;29;0;0;Dark Lord;4;58;3;
556;26;0;0;Bloody Murderer;4;61;4;
557;30;0;51;Moonlight Guise;4;62;4;
558;63;0;55;Lude King;4;63;4;
559;64;0;0;Loli Ruri;4;64;4;
560;31;0;0;Drake;4;73;4;
561;32;0;50;Dark Dullahan;4;79;4;
562;37;0;45;Happy Ghostring;4;79;4;
563;56;0;57;Ancient Mimic;4;79;3;
564;24;0;0;Alice;4;79;4;
565;62;0;0;Rideword;4;79;3;
566;24;0;59;Crazy Alice;4;79;4;
567;49;0;0;Khalitzburg;4;79;3;
568;0;0;0;Abysmal Knight;4;80;3;
569;58;0;0;Mummy;5;55;3;
570;60;0;0;Wraith;5;56;3;
571;60;0;54;Berserk Wraith;5;57;3;
572;33;0;0;Evil Druid;5;58;3;
573;29;0;48;Dark Illusion;5;59;3;
574;29;0;0;Dark Lord;5;60;3;
575;26;0;0;Bloody Murderer;5;62;4;
576;30;0;51;Moonlight Guise;5;63;4;
577;63;0;55;Lude King;5;64;4;
578;64;0;0;Loli Ruri;5;65;4;
579;31;0;0;Drake;5;74;4;
580;32;0;50;Dark Dullahan;5;79;4;
581;37;0;45;Happy Ghostring;5;79;4;
582;56;0;57;Ancient Mimic;5;79;3;
583;24;0;0;Alice;5;79;4;
584;62;0;0;Rideword;5;79;3;
585;24;0;59;Crazy Alice;5;79;4;
586;49;0;0;Khalitzburg;5;79;3;
587;0;0;0;Abysmal Knight;5;80;3;
588;68;0;0;Zombie Prisoner;1;46;3;
589;69;0;0;Skel Prisoner;1;51;3;
590;70;0;0;Whisper;1;56;3;
591;71;0;0;Zealotus;1;61;3;
592;68;0;0;Zombie Prisoner;2;47;3;
593;69;0;0;Skel Prisoner;2;52;3;
594;70;0;0;Whisper;2;57;3;
595;71;0;0;Zealotus;2;62;3;
596;68;0;0;Zombie Prisoner;3;48;3;
597;69;0;0;Skel Prisoner;3;53;3;
598;70;0;0;Whisper;3;58;3;
599;71;0;0;Zealotus;3;63;3;
600;68;0;0;Zombie Prisoner;4;49;3;
601;69;0;0;Skel Prisoner;4;54;3;
